station_name,station_id,lat,lng
MacDougal St & Prince St,5687.04,40.727102,-74.00297
MacDougal St & Prince St,5687.04,40.727103,-74.002971
Henry St & Grand St,5294.04,40.714211,-73.981095
W 16 St & The High Line,6233.05,40.74334935,-74.00681753
W 16 St & The High Line,6233.05,40.743349,-74.006817
W 16 St & The High Line,6233.05,40.743349,-74.006818
W 54 St & 9 Ave,6920.03,40.765849,-73.986905
W 54 St & 9 Ave,6920.03,40.76584941,-73.98690506
Cooper Square & Astor Pl,5712.03,40.729514,-73.990752
Cooper Square & Astor Pl,5712.03,40.729515,-73.990753
Cooper Square & Astor Pl,5712.03,40.72951496224949,-73.99075269699097
E 20 St & Park Ave,6055.08,40.73827428,-73.98751968
E 20 St & Park Ave,6055.08,40.738274,-73.98752
E 20 St & Park Ave,6055.08,40.738274,-73.987519
5 Ave & E 78 St,7161.08,40.776321,-73.964273
5 Ave & E 78 St,7161.08,40.77632142182271,-73.96427392959595
5 Ave & E 78 St,7161.08,40.776321,-73.964274
W 13 St & 7 Ave,6030.04,40.737815,-73.999946
W 13 St & 7 Ave,6030.04,40.73781509,-73.99994661
W 13 St & 7 Ave,6030.04,40.737815,-73.999947
6 Ave & W 45 St,6593.15,40.756951,-73.982631
2 Ave & E 29 St,6122.09,40.741723,-73.978092
2 Ave & E 29 St,6122.09,40.74172351097472,-73.97809267044067
2 Ave & E 29 St,6122.09,40.741724,-73.978093
E 19 St & 3 Ave,5938.01,40.73624527,-73.98473765
E 19 St & 3 Ave,5938.01,40.736245,-73.984737
E 19 St & 3 Ave,5938.01,40.736245,-73.984738
Perry St & Bleecker St,5922.07,40.735354,-74.004831
Perry St & Bleecker St,5922.07,40.73535398,-74.00483091
Perry St & Bleecker St,5922.07,40.735353,-74.00483
Perry St & Bleecker St,5922.07,40.7987859,-73.9523
Broadway & W 60 St,6948.11,40.76915505,-73.98191841
Broadway & W 60 St,6948.11,40.769155,-73.981918
Washington Pl & 6 Ave,5838.09,40.732241,-74.000263
Washington Pl & 6 Ave,5838.09,40.73224119,-74.00026394
Washington Pl & 6 Ave,5838.09,40.732241,-74.000264
W 13 St & 5 Ave,5947.04,40.735445,-73.99431
E 2 St & 2 Ave,5593.02,40.725028,-73.990696
E 2 St & 2 Ave,5593.02,40.725029,-73.990697
E 2 St & 2 Ave,5593.02,40.72502876,-73.99069656
4 Ave & E 12 St,5788.15,40.732647,-73.99011
Lexington Ave & E 26 St,6089.08,40.741459,-73.983293
Mercer St & Bleecker St,5679.05,40.727063,-73.996621
Mercer St & Bleecker St,5679.05,40.727064,-73.996621
Mercer St & Bleecker St,5679.05,40.72706363348306,-73.99662137031554
Mercer St & Spring St,5532.01,40.723627,-73.999496
Mercer St & Spring St,5532.01,40.72362738,-73.99949601
Columbus Ave & W 95 St,7520.07,40.791955,-73.968087
Columbus Ave & W 95 St,7520.07,40.7919557,-73.968087
Columbus Ave & W 95 St,7520.07,40.791956,-73.968087
North Moore St & Greenwich St,5470.12,40.720195,-74.0103
North Moore St & Greenwich St,5470.12,40.72019521437465,-74.0103006362915
North Moore St & Greenwich St,5470.12,40.720195,-74.010301
West Drive & Prospect Park West,3651.04,40.6610633719006,-73.97945255041122
West Drive & Prospect Park West,3651.04,40.661063,-73.979453
West Drive & Prospect Park West,3651.04,40.661063,-73.979452
Central Park W & W 97 St,7538.18,40.792495,-73.96417
Central Park W & W 97 St,7538.18,40.792495,-73.964171
Central Park W & W 97 St,7538.18,40.79249519495111,-73.96417066463071
Greenwich Ave & Charles St,5914.08,40.735238,-74.000271
E 2 St & Avenue C,5476.03,40.720874,-73.980858
E 2 St & Avenue C,5476.03,40.720873,-73.980857
E 2 St & Avenue C,5476.03,40.7208736,-73.98085795
1 Ave & E 30 St,6079.03,40.741444,-73.975361
1 Ave & E 30 St,6079.03,40.741443,-73.97536
1 Ave & E 30 St,6079.03,40.74144387,-73.97536082
Forsyth St & Canal St,5270.07,40.7158155,-73.99422366
Forsyth St & Canal St,5270.07,40.715816,-73.994224
Forsyth St & Canal St,5270.07,40.715815,-73.994223
LaGuardia Pl & W 3 St,5721.14,40.72917025,-73.99810231
LaGuardia Pl & W 3 St,5721.14,40.72917,-73.998102
West Thames St,5114.06,40.70834698,-74.01713445
West Thames St,5114.06,40.708347,-74.017134
West Thames St,5114.06,40.708346,-74.017134
E 6 St & Avenue D,5506.14,40.72228087,-73.97668709
E 6 St & Avenue D,5506.14,40.722281,-73.976687
E 6 St & Avenue D,5506.14,40.72228,-73.976687
E 6 St & Avenue D,5506.14,40.720828,-73.977931
Suffolk St & Stanton St,5445.02,40.72066442,-73.98517977
Suffolk St & Stanton St,5445.02,40.720664,-73.985179
Suffolk St & Stanton St,5445.02,40.720664,-73.98518
N 6 St & Bedford Ave,5379.10,40.717452,-73.958509
N 6 St & Bedford Ave,5379.10,40.71745169,-73.95850939
N 6 St & Bedford Ave,5379.1,40.717451,-73.958509
11 Ave & W 59 St,7059.01,40.77149671054441,-73.99046033620834
11 Ave & W 59 St,7059.01,40.771496,-73.99046
11 Ave & W 59 St,7059.01,40.771497,-73.99046
W 44 St & 11 Ave,6756.05,40.762009,-73.996975
W 42 St & 8 Ave,6602.05,40.757569,-73.990985
W 42 St & 8 Ave,6602.05,40.7575699,-73.99098507
W 42 St & 8 Ave,6602.05,40.75757,-73.990985
5 Ave & E 93 St,7372.1,40.7857851,-73.957481
5 Ave & E 93 St,7372.1,40.785785,-73.957481
Greenwich St & W Houston St,5730.08,40.728846,-74.008591
